min_edge,min_contract_price,max_contract_price,timing_filter,side_filter,favorite_filter,home_away_filter,trades,wins,losses,win_rate,average_edge,average_price,profit_loss_per_dollar_staked,roi,max_drawdown,meets_min_discovery_trades,positive_discovery_roi,specificity_score
0.1,0.1,1.0,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.1,0.1,1.0,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.1,1.0,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.1,1.0,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.1,1.0,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.1,1.0,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,0.7,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.1,0.2,0.7,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,0.7,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,0.7,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,0.7,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,0.7,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,0.7,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,0.7,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,1
0.1,0.2,0.8,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.1,0.2,0.8,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,0.8,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,0.8,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,0.8,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,0.8,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,0.8,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,0.8,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,1
0.1,0.2,0.9,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.1,0.2,0.9,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,0.9,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,0.9,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,0.9,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,0.9,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,0.9,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,0.9,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,1
0.1,0.2,1.0,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.1,0.2,1.0,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,1.0,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,1.0,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,1.0,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.2,1.0,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,1.0,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.2,1.0,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,1
0.1,0.3,0.7,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.1,0.3,0.7,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,0.7,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,0.7,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,0.7,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,0.7,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,0.7,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,0.7,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,1
0.1,0.3,0.8,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.1,0.3,0.8,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,0.8,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,0.8,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,0.8,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,0.8,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,0.8,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,0.8,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,1
0.1,0.3,0.9,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.1,0.3,0.9,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,0.9,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,0.9,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,0.9,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,0.9,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,0.9,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,0.9,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,1
0.1,0.3,1.0,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.1,0.3,1.0,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,1.0,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,1.0,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,1.0,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.1,0.3,1.0,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,1.0,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.1,0.3,1.0,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,1
0.12,0.0,0.7,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.0,0.7,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,0.7,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,0.7,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.0,0.7,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,0.7,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.0,0.8,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.0,0.8,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,0.8,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,0.8,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.0,0.8,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,0.8,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.0,0.9,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.0,0.9,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,0.9,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,0.9,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.0,0.9,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,0.9,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.0,1.0,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.0,1.0,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,1.0,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,1.0,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.0,1.0,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.0,1.0,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.1,0.7,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.1,0.7,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,0.7,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,0.7,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.1,0.7,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,0.7,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.1,0.8,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.1,0.8,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,0.8,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,0.8,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.1,0.8,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,0.8,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.1,0.9,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.1,0.9,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,0.9,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,0.9,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.1,0.9,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,0.9,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.1,1.0,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.1,1.0,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,1.0,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,1.0,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.1,1.0,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.1,1.0,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,0.7,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.2,0.7,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,0.7,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,0.7,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,0.7,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,0.7,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,0.7,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,0.7,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.12,0.2,0.8,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.2,0.8,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,0.8,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,0.8,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,0.8,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,0.8,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,0.8,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,0.8,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.12,0.2,0.9,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.2,0.9,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,0.9,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,0.9,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,0.9,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,0.9,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,0.9,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,0.9,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.12,0.2,1.0,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.2,1.0,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,1.0,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,1.0,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,1.0,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.2,1.0,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,1.0,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.2,1.0,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.12,0.3,0.7,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.3,0.7,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.3,0.7,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.3,0.7,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.3,0.7,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.3,0.7,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.3,0.7,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.3,0.7,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.12,0.3,0.8,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.3,0.8,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.3,0.8,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.3,0.8,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.3,0.8,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.3,0.8,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.3,0.8,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.3,0.8,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.12,0.3,0.9,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
0.12,0.3,0.9,1_to_4h,yes_only,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.3,0.9,1_to_4h,yes_only,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.3,0.9,1_to_4h,yes_only,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.3,0.9,1_to_4h,both,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,4
0.12,0.3,0.9,1_to_4h,both,underdogs_only,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.3,0.9,1_to_4h,both,both,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,3
0.12,0.3,0.9,1_to_4h,both,both,both,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,2
0.12,0.3,1.0,1_to_4h,yes_only,underdogs_only,home_only,4,4,0,1.0,0.1761844336773999,0.31,8.903225806451612,2.225806451612903,0.0,False,True,5
